timestamp,left_raw,right_raw
5026285.5806678,0.10365063787358321,0.13757655066704494
5026285.5856678,0.1047212904455117,0.13839248936657805
5026285.5906678,0.10578648058062409,0.13919960537429152
5026285.5956678,0.10684611252899669,0.13999783456021622
5026285.6006678,0.10790007981383384,0.140787095345521
5026285.6056678,0.10894828336194172,0.14156731780190512
5026285.6106678,0.10999052939005499,0.14233828586940006
5026285.6156677995,0.1110268217331013,0.14310008975335858
5026285.620667799,0.11205692445423412,0.14385245161550486
5026285.625667799,0.11308089774641664,0.14459554409027905
5026285.630667799,0.11409856428400177,0.1453291787272209
5026285.635667799,0.11510977663606824,0.14605321460896697
5026285.640667799,0.1161145261368015,0.14676771624692767
5026285.645667799,0.1171126616284117,0.1474725370573087
5026285.650667799,0.11810404578746979,0.1481675524611707
5026285.655667799,0.11908859706487289,0.1488527194073306
5026285.6606677985,0.12006619315652063,0.14952793625313696
5026285.665667798,0.12103700422759649,0.15019351474217513
5026285.670667798,0.46822830020999756,0.15084889527276088
5026285.675667798,0.12295703257519358,0.1514942812930296
5026285.680667798,0.12390605295754549,0.15212933612419946
5026285.685667798,0.12484775571552435,0.15275427947187048
5026285.690667798,0.12578193673824103,0.1533688966663378
5026285.695667798,0.3722532164866311,0.15397313154888026
5026285.700667798,0.12762753930003107,0.1545671527147714
5026285.7056677975,0.1285387960139591,0.155150696907855
5026285.710667797,0.12944207100010818,0.15572355496936285
5026285.715667797,0.13033743727705435,0.15628588864576654
5026285.720667797,0.13122482070838146,0.15683766116513734
5026285.725667797,0.1321040615887855,0.15737872337340306
5026285.730667797,0.13297511187631264,0.15790907357020342
5026285.735667797,0.13383788825728934,0.15842866301314434
5026285.740667797,0.13469223455838403,0.15893734951344168
5026285.745667797,0.13553806592623377,0.15943508382322585
5026285.7506677965,0.13637545101885815,0.15992201215607166
5026285.755667796,0.13720412151649547,0.16039784996718626
5026285.760667796,0.13802401062054054,0.16086257143697572
5026285.765667796,0.32305809917956446,0.16131635225431104
5026285.770667796,0.13963754159828579,0.16175901388057107
5026285.775667796,0.14043085662366578,0.16219043695446658
5026285.780667796,0.1412150870687834,0.1626105897220883
5026285.785667796,0.1419902195048047,0.16301951086450758
5026285.790667796,0.14275620840688705,0.1634171981761027
5026285.795667795,0.143512870120912,0.23717767126885372
5026285.800667795,0.9091190429149572,0.16417854365082762
