timestamp,session_elapsed_s,perf_counter,force_raw
1778584672.768436,0.03425770900000025,8.48435925,0.08
1778584672.827559,0.08933999999999997,8.539441541,0.08
1778584672.927273,0.19820700000000002,8.648308541,0.08
1778584673.0442722,0.3060814589999996,8.756183,0.08
1778584673.1958048,0.4643246249999997,8.914426166,0.08
1778584673.3534799,0.6231510419999999,9.073252583,0.08
1778584673.519646,0.7863114170000003,9.236412958,0.08
1778584673.6180742,0.889876833999999,9.339978375,0.08
1778584673.679101,0.9449559999999995,9.395057541,0.08
1778584673.940577,1.2121867089999991,9.66228825,0.08
1778584674.117826,1.3749139589999988,9.8250155,0.08
1778584674.211661,1.4810679999999987,9.931169541,0.08
1778584674.270133,1.536031874999999,9.986133416,0.08000000000085448
1778584674.3707619,1.642352334,10.092453875,0.08037145353996893
1778584674.5913322,1.8534841669999995,10.303585708,0.08964756370790297
1778584674.686412,1.9589419589999988,10.4090435,0.10236693940634409
1778584674.745622,2.009285,10.459386541,0.1109923791276142
1778584674.906642,2.172623542,10.622725083,0.15210722629230328
1778584674.963768,2.2239510419999995,10.674052583,0.16946376370295269
1778584675.00267,2.2756191670000003,10.725720708,0.18912242107046406
1778584675.060628,2.3282793339999994,10.778380875,0.40957009373948533
1778584675.278286,2.540683291999999,10.990784833,0.32350613950606383
1778584675.3774772,2.650471584,11.100573125,0.3932574949219097
1778584675.490979,2.7594256670000004,11.209527208,0.4681603755295752
1778584675.705639,2.973178708999999,11.42328025,0.622539405259552
1778584675.8620858,3.132758749999999,11.582860291,0.7342257911085568
1778584675.982504,3.2428447919999996,11.692946333,0.8043080669655432
1778584676.084804,3.3521856669999988,11.802287208,0.8651582274412589
1778584676.3066602,3.5681605419999993,12.018262083,0.9507221920072855
1778584676.405973,3.677022459,12.127124,0.9730201956695945
1778584676.623606,3.8917639590000004,12.3418655,0.9717502547097371
1778584676.6803179,3.9455490839999996,12.395650625,0.9619945934479062
1778584676.955349,4.213902708999999,12.66400425,0.8619243647516853
1778584676.9971478,4.267148792,12.717250333,0.8332486376137596
1778584677.2704608,4.532618249999999,12.982719791,0.6612092667519827
1778584677.5289721,4.800584083999999,13.250685625,0.46800158074628695
1778584677.5870469,4.853014042,13.303115583,0.4313857938106619
1778584677.6414871,4.907412749999999,13.357514291,0.39451837248149274
1778584677.798385,5.071404041999999,13.521505583,0.8785222091058055
1778584677.856813,5.125419083999999,13.575520625,0.26322446986376963
1778584677.915912,5.180342874999999,13.630444416,0.2353235222246477
1778584678.015903,5.288467417,13.738568958,0.18741640294500733
1778584678.0741818,5.3459048750000004,13.796006416,0.16588090282007284
1778584678.132572,5.398744749999999,13.848846291,0.14848618969772642
1778584678.390414,5.662534083999999,14.112635625,0.09410553904184585
1778584678.450988,5.715696249999999,14.165797791,0.08882780475214519
1778584678.549518,5.819594334,14.269695875,0.0826050855053948
1778584678.767272,6.035213792,14.485315333,0.08
1778584678.8224041,6.088891084,14.538992625,0.08
1778584679.032644,6.304501667,14.754603208,0.08
1778584679.1917691,6.463796667,14.913898208,0.08
1778584679.357394,6.626726709,15.07682825,0.08
1778584679.67423,6.941960709,15.39206225,0.08
