timestamp,session_elapsed_s,perf_counter,force_raw
1778584433.55601,0.06821129200000087,55.594576625,0.7418811091664841
1778584433.655824,0.175968417,55.70233375,0.8097752637643282
1778584433.869716,0.38989579199999724,55.916261125,0.9166097110746773
1778584433.927131,0.4445101669999971,55.9708755,0.9363571716378252
1778584434.079519,0.6035615830000012,56.129926916,0.9733660515605097
1778584434.13952,0.6576928750000022,56.184058208,0.9785916112101394
1778584434.199596,0.7124469999999974,56.238812333,0.9799512134331603
1778584434.4197938,0.9268044999999958,56.453169833,0.9475816859081913
1778584434.5143192,1.0356120419999968,56.561977375,0.9094428478790746
1778584434.679533,1.2007124579999982,56.727077791,0.8278136726902275
1778584434.9546509,1.4714053329999999,56.997770666,0.6507015077194617
1778584435.011318,1.5260321250000004,57.052397458,0.6113440940711035
1778584435.1120389,1.6356232919999982,57.161988625,0.5317432699867971
1778584435.323509,1.8444950829999982,57.370860416,0.3858162101617802
1778584435.384866,1.8990679999999998,57.425433333,0.35063165513782035
1778584435.4849558,2.001173416999997,57.52753875,0.2895860381539109
1778584435.641637,2.1638702079999987,57.690235541,0.20775237935197988
1778584435.703031,2.218931083000001,57.745296416,0.18484135658576317
1778584435.807393,2.328090500000002,57.854455833,0.14684272604075171
1778584435.969339,2.491169333000002,58.017534666,0.10793095617952884
1778584436.0296378,2.5450919580000004,58.071457291,0.09937900801144317
1778584436.1269948,2.648750624999998,58.175115958,0.08808066380788049
1778584436.3520021,2.864183374999996,58.390548708,0.08018040729858958
1778584436.451542,2.9742448749999966,58.500610208,0.08
1778584436.611447,3.1350028330000015,58.661368166,0.08
1778584436.668342,3.187841583000001,58.714206916,0.6994763878250256
1778584436.7306361,3.2423872919999965,58.768752625,0.08
1778584436.828382,3.352445957999997,58.878811291,0.08
1778584436.9488058,3.464102208,58.990467541,0.08
1778584437.0506399,3.5723012500000024,59.098666583,0.08
1778584437.271441,3.7905814169999985,59.31694675,0.08
1778584437.489441,4.006507167000002,59.5328725,0.08
1778584437.709907,4.221871542000002,59.748236875,0.08
1778584437.81105,4.331931624999996,59.858296958,0.08
1778584437.9719129,4.494024832999997,60.020390166,0.08
1778584438.033542,4.549082374999998,60.075447708,0.08
1778584438.303359,4.816118875000001,60.342484208,0.08
1778584438.4017951,4.920427750000002,60.446793083,0.08
1778584438.561953,5.0809762919999955,60.607341625,0.5374791188431469
1778584438.7273972,5.242291874999999,60.768657208,0.08
1778584438.828841,5.349577249999996,60.875942583,0.08
1778584439.1440809,5.6682111669999955,61.1945765,0.08
1778584439.204268,5.720124999999996,61.246490333,0.08
1778584439.303445,5.825920167,61.3522855,0.08
1778584439.4614458,5.9848867919999975,61.511252125,0.08
1778584439.520536,6.039908333,61.566273666,0.08
1778584439.5795891,6.092423625000002,61.618788958,0.08
1778584439.677396,6.196635833000002,61.723001166,0.08
1778584439.893665,6.410017124999996,61.936382458,0.08
1778584439.94804,6.463616666999997,61.989982,0.08
1778584440.1015449,6.6248433749999975,62.151208708,0.08
1778584440.160152,6.679796916999997,62.20616225,0.08
1778584440.218133,6.73452425,62.260889583,0.08
1778584440.37343,6.896954541999996,62.423319875,0.08
1778584440.435442,6.951320916999997,62.47768625,0.08
1778584440.5978,7.114019208000002,62.640384541,0.08
1778584440.696386,7.218441042000002,62.744806375,0.08
1778584440.755035,7.273490082999999,62.799855416,0.08
1778584440.8676832,7.380006916999996,62.90637225,0.08
1778584440.967989,7.485781207999999,63.012146541,0.08003844831887175
1778584441.1853209,7.700635624999997,63.227000958,0.08563443960411382
1778584441.24311,7.754326833,63.280692166,0.0897285794641175
1778584441.338509,7.859570374999997,63.385935708,0.10247422528777932
1778584441.495492,8.018284832999996,63.544650166,0.1361077595345503
