timestamp,sample_timestamp,left_raw,right_raw
154158.1061439,154158.1061439,0.05244251722693447,0.16634860054878037
154158.1111439,154158.1111439,0.05124266622029291,0.1660491064790953
154158.1161439,154158.1161439,0.05004268940971736,0.16573799219757915
154158.1211439,154158.1211439,0.051157291678273785,0.16541517584510898
154158.1261439,154158.1261439,0.05235715631284923,0.42564950110995103
154158.1311439,154158.1311439,0.05355672596197443,0.1647331753372976
154158.13614390002,154158.13614390002,0.05475606131926507,0.1643778109431848
154158.14114390002,154158.14114390002,0.05595484336597868,0.6745268873163922
154158.14614390003,154158.14614390003,0.05715306464776887,0.16362901112598938
154158.15114390003,154158.15114390003,0.7201574381971019,0.16323754917216293
154158.15614390004,154158.15614390004,0.059547200786256034,0.16283467740297536
154158.16114390004,154158.16114390004,0.06074290168841484,0.16242062428427448
154158.16614390005,154158.16614390005,0.06193752884113444,0.16199533066107166
154158.17114390005,154158.17114390005,0.0631309534457421,0.16155875575377687
154158.17614390005,154158.17614390005,0.06432307996952652,0.1611111501092444
154158.18114390006,154158.18114390006,0.06551375122054799,0.16065225756410767
154158.18614390006,154158.18614390006,0.06670288326574615,0.16018239482462931
154158.19114390007,154158.19114390007,0.0678903324954478,0.1597014376195954
154158.19614390007,154158.19614390007,0.06907601295398662,0.1592096367456711
154158.20114390008,154158.20114390008,0.09118368746350336,0.15870696325664968
154158.20614390008,154158.20614390008,0.07144151972358778,0.24870703381951498
154158.2111439001,154158.2111439001,0.4130045998696671,0.15766869677277293
154158.2161439001,154158.2161439001,0.07379846323886488,0.15713362873960415
154158.2211439001,154158.2211439001,0.07497339394083126,0.15658759202919023
154158.2261439001,154158.2261439001,0.07614587568975988,0.1560311016792874
154158.2311439001,154158.2311439001,0.07731570080195713,0.15546383596195024
154158.2361439001,154158.2361439001,0.07848281016548672,0.15488608875936885
154158.24114390012,154158.24114390012,0.07964687853212933,0.15429717370637572
154158.24614390012,154158.24614390012,0.08080836688824725,0.1536991850639018
154158.25114390012,154158.25114390012,0.08196659461319258,0.1530901893711474
154158.25614390013,154158.25614390013,0.08312164273695416,0.152470935083931
154158.26114390013,154158.26114390013,0.08427335597566661,0.15184135872194565
154158.26614390014,154158.26614390014,0.08542159762264803,0.15120147083432317
154158.27114390014,154158.27114390014,0.08656636403109591,0.15055165572994142
154158.27614390015,154158.27614390015,0.08770740993444942,0.14989161086073724
154158.28114390015,154158.28114390015,0.08884473203785241,0.1492217023678162
154158.28614390016,154158.28614390016,0.08997815289229015,0.14854182924762432
154158.29114390016,154158.29114390016,0.09110741293760119,0.14785171510198997
154158.29614390017,154158.29614390017,0.09223284538730496,0.14715249383954024
154158.30114390017,154158.30114390017,0.09335397515878152,0.1464433627326562
154158.30614390018,154158.30614390018,0.09447077834874311,0.14572460092735431
154158.31114390018,154158.31114390018,0.691557941296005,0.1449961862800676
154158.31614390019,154158.31614390019,0.09669082773601131,0.14425820438927078
154158.3211439002,154158.3211439002,0.09779388084428965,0.14351078631358044
154158.3261439002,154158.3261439002,0.09889216668952384,0.14275404314563062
154158.3311439002,154158.3311439002,0.09998564549100082,0.17836568394776087
154158.3361439002,154158.3361439002,0.10107408249584585,0.14121303279249525
154158.3411439002,154158.3411439002,0.10215725518462064,0.1404284903298885
154158.3461439002,154158.3461439002,0.1032354019129722,0.13963523863856483
154158.35114390022,154158.35114390022,0.10430822449806008,0.13883301695149455
154158.35614390022,154158.35614390022,0.10537559109565181,0.138021867158879
154158.36114390023,154158.36114390023,0.4027425188409599,0.1372018322628587
154158.36614390023,154158.36614390023,0.10749352749965771,0.13637311935497273
154158.37114390024,154158.37114390024,0.10854395547958919,0.1355357953391783
154158.37614390024,154158.37614390024,0.10958842395229322,0.1346897664237056
154158.38114390025,154158.38114390025,0.11062712133690987,0.13383553515957322
154158.38614390025,154158.38614390025,0.11165965872906221,0.13297278202709512
154158.39114390025,154158.39114390025,0.11268568554019114,0.1321012796625116
154158.39614390026,154158.39614390026,0.11370613906656818,0.19300084880895857
154158.40114390026,154158.40114390026,0.11471987082243636,0.13033509371930094
154158.40614390027,154158.40614390027,0.11572715508390868,0.3736148957891815
154158.41114390027,154158.41114390027,0.11672778514629276,0.12853627536857004
154158.41614390028,154158.41614390028,0.11772180973469298,0.12762507278001584
154158.42114390028,154158.42114390028,0.11870903729827556,0.12670607892230126
154158.4261439003,154158.4261439003,0.11968944640192468,0.1257794723097755
154158.4311439003,154158.4311439003,0.12066274043704961,0.1248451306428696
154158.4361439003,154158.4361439003,0.12162917767152565,0.12390352656577415
154158.4411439003,154158.4411439003,0.12258818107269645,0.12295425348665907
154158.4461439003,154158.4461439003,0.123540264359903,0.12199802681992038
154158.4511439003,154158.4511439003,0.12448484014324389,0.12103444467342998
