timestamp,unityTimestamp,localTimestamp,emg1,emg2,rms1,rms2,left_processed,right_processed
609897.7814023,609897.7814023,609897.7814023,0.16461179938951653,0.16894446266349214,0.16461179938951653,0.16894446266349214,1.0,1.0
609897.7864023,609897.7864023,609897.7864023,0.10610647155464804,0.16877968318550268,0.13848398427982886,0.16886209302394475,0.8614228901090225,1.0
609897.7914023,609897.7914023,609897.7914023,0.1071643698480573,0.1686029780395179,0.12889250038819555,0.1687757655635122,0.784263204673329,1.0
609897.7964023,609897.7964023,609897.7964023,0.10821658345569138,0.5829217824256241,0.12404702626805045,0.326057349844669,0.7452832863289607,1.0
609897.8014023,609897.8014023,609897.8014023,0.10926297552699676,0.16821414098170087,0.12123453033257373,0.3011808688403455,0.7226578715211591,1.0
609897.8064023,609897.8064023,609897.8064023,0.1103034532243304,0.16800200405011986,0.1194821524454669,0.2833649743534486,0.7085606861365727,1.0
609897.8114023,609897.8114023,609897.8114023,0.11133793455673864,0.16777813184357995,0.11835300961190598,0.26990044557918685,0.6994771796808588,1.0
609897.8164023,609897.8164023,609897.8164023,0.2358268720342831,0.16754232603615077,0.13859399236747488,0.25932464804770033,0.8623078615622461,1.0
609897.8214023,609897.8214023,609897.8214023,0.11338826611975364,0.16729483318001276,0.13602420399672732,0.25077252771059216,0.8416349328930807,1.0
609897.8264023,609897.8264023,609897.8264023,0.11440402692063906,0.16703567446927808,0.13401922922929674,0.24369707885706057,0.8255057057464453,1.0
609897.8314023,609897.8314023,609897.8314023,0.11541332944249612,0.16676477799504813,0.13243584197817515,0.23773422012720263,0.8127679830332788,1.0
609897.8364023,609897.8364023,609897.8364023,0.11641605647855839,0.1664821444760659,0.13117560521783034,0.23263158606899798,0.8026298779078012,1.0
609897.8414023,609897.8414023,609897.8414023,0.11741215481928717,0.16618788614035554,0.13016855550533085,0.22820838512598543,0.7945285622081161,1.0
609897.8464023,609897.8464023,609897.8464023,0.1184014900133209,0.16588197233120147,0.1293635518848919,0.22433149901238641,0.7880526272193865,1.0
609897.8514023001,609897.8514023001,609897.8514023001,0.11938407345800327,0.1655646194290193,0.1287223256427772,0.22090063278839447,0.7828942163109512,1.0
