timestamp,left_raw,right_raw
106.535166041,0.07530242387564128,0.18359988065511956
106.54016604099999,0.6359186864324302,0.13508582469956687
106.54516604099999,0.07295148628679027,0.559233483226298
106.55016604099998,0.07177250448577015,0.13676105129947203
106.55516604099998,0.07059134848400007,0.13758568529374982
106.56016604099997,0.0694081363074665,0.13840157132188835
106.56516604099997,0.06822295726058075,0.13920849114193154
106.57016604099996,0.06703602010732992,0.14000680149888198
106.57516604099996,0.06584734276841678,0.14079593503423196
106.58016604099996,0.06465707993403323,0.1415759845833699
106.58516604099995,0.06346534597281649,0.14234683745025048
106.59016604099995,0.062272280974675596,0.14310856431966537
106.59516604099994,0.06107797307718348,0.14386086319530003
106.60016604099994,0.05988256200008184,0.1446038055157514
106.60516604099993,0.05868616729018319,0.14533733190995668
106.61016604099993,0.057488900686419535,0.1460612894216806
106.61516604099992,0.0562908889303308,0.14677569289452277
106.62016604099992,0.05509224561916917,0.1474803906069832
106.62516604099991,0.053893092999069386,0.14817534447153852
106.63016604099991,0.05269355035552043,0.14886046859076787
106.6351660409999,0.05149373753812468,0.14953565123645074
106.6401660409999,0.05029377685406285,0.15020094058243644
106.6451660409999,0.05090621337341526,0.15085620848875997
106.65016604099989,0.05210611228398344,0.15150135291881575
106.65516604099989,0.053305802189423296,0.1521364212312152
106.66016604099988,0.05450516116996024,0.15276124574002628
106.66516604099988,0.0557040718768715,0.15337582969750757
106.67016604099987,0.056902405617864,0.15397996214502624
106.67516604099987,0.05810005252270223,0.15457376037440637
106.68016604099986,0.059296889490030036,0.15515710302893396
106.68516604099986,0.06049279465462468,0.15572990940028852
106.69016604099986,0.06168765620227801,0.15629219787177284
106.69516604099985,0.06288134762580508,0.15684384154928294
106.70016604099985,0.06407374567923191,0.15738475700572882
106.70516604099984,0.06526474554242247,0.15791500419612947
106.71016604099984,0.06645418543398036,0.158434232781547
106.71516604099983,0.06764202346663385,0.1589429100963875
106.72016604099983,0.06882809043519503,0.5949969810526377
106.72516604099982,0.07001226383285472,0.15992736199813554
106.73016604099982,0.07119443928777008,0.16040310923012113
106.73516604099981,0.07237448396627852,0.486440400276732
106.74016604099981,0.07355231746026202,0.16132145034040046
106.7451660409998,0.07472777224583847,0.1617638965577496
106.7501660409998,0.07590075837231099,0.1621951872721308
106.7551660409998,0.2016128430760336,0.16261527138887077
106.76016604099979,0.07823886562691172,0.16302416025105612
106.76516604099979,0.09574028818394681,0.16342169612104926
106.77016604099978,0.31125240244865343,0.1638077299064771
106.77516604099978,0.08172450345955971,0.16418254618711017
106.78016604099977,0.0828801841665551,0.16454586460844178
106.78516604099977,0.08403262804340186,0.16489790519262162
106.79016604099976,0.08518165420367524,0.16523840166350842
106.79516604099976,0.1412890062650547,0.16556726552442874
106.80016604099976,0.08746897307268882,0.16588458067202227
106.80516604099975,0.08860705550504053,0.16619026600300477
